AIRPORT1508,AIRPORT1508,"Lamezia Terme Airport","Lamezia","Italy","SUF","LICA"
AIRPORT1507,AIRPORT1507,"Gioia Del Colle Air Base","Gioia Del Colle","Italy",null,"LIBV"
AIRPORT1506,AIRPORT1506,"Brindisi – Salento Airport","Brindisi","Italy","BDS","LIBR"
AIRPORT939,AIRPORT939,"Farafangana Airport","Farafangana","Madagascar","RVA","FMSG"
AIRPORT1505,AIRPORT1505,"Pescara International Airport","Pescara","Italy","PSR","LIBP"
AIRPORT938,AIRPORT938,"Fianarantsoa Airport","Fianarantsoa","Madagascar","WFI","FMSF"
AIRPORT1504,AIRPORT1504,"Lecce Galatina Air Base","Lecce","Italy","LCC","LIBN"
AIRPORT937,AIRPORT937,"Tôlanaro Airport","Tolagnaro","Madagascar","FTU","FMSD"
AIRPORT1503,AIRPORT1503,"Taranto-Grottaglie \"Marcello Arlotta\" Airport","Grottaglie","Italy","TAR","LIBG"
AIRPORT936,AIRPORT936,"Ampampamena Airport","Ampampamena","Madagascar","IVA","FMNZ"
AIRPORT1502,AIRPORT1502,"Foggia \"Gino Lisa\" Airport","Foggia","Italy","FOG","LIBF"
AIRPORT935,AIRPORT935,"Ambalabe Airport","Antsohihy","Madagascar","WAI","FMNW"
AIRPORT1501,AIRPORT1501,"Bari Karol Wojtyła Airport","Bari","Italy","BRI","LIBD"
AIRPORT934,AIRPORT934,"Vohimarina Airport","Vohemar","Madagascar","VOH","FMNV"
AIRPORT1500,AIRPORT1500,"Crotone Airport","Crotone","Italy","CRV","LIBC"
AIRPORT933,AIRPORT933,"Sambava Airport","Sambava","Madagascar","SVB","FMNS"
AIRPORT932,AIRPORT932,"Maroantsetra Airport","Maroantsetra","Madagascar","WMN","FMNR"
AIRPORT931,AIRPORT931,"Besalampy Airport","Besalampy","Madagascar","BPY","FMNQ"
AIRPORT930,AIRPORT930,"Fascene Airport","Nosy-be","Madagascar","NOS","FMNN"
AIRPORT929,AIRPORT929,"Amborovy Airport","Mahajanga","Madagascar","MJN","FMNM"
AIRPORT928,AIRPORT928,"Analalava Airport","Analalava","Madagascar","HVA","FMNL"
AIRPORT927,AIRPORT927,"Antsirabato Airport","Antalaha","Madagascar","ANM","FMNH"
AIRPORT926,AIRPORT926,"Ambilobe Airport","Ambilobe","Madagascar","AMB","FMNE"
AIRPORT925,AIRPORT925,"Andapa Airport","Andapa","Madagascar","ZWA","FMND"
AIRPORT924,AIRPORT924,"Mananara Nord Airport","Mananara","Madagascar","WMR","FMNC"
AIRPORT923,AIRPORT923,"Arrachart Airport","Antsiranana","Madagascar","DIE","FMNA"
AIRPORT922,AIRPORT922,"Morondava Airport","Morondava","Madagascar","MOQ","FMMV"
AIRPORT921,AIRPORT921,"Toamasina Airport","Toamasina","Madagascar","TMM","FMMT"
AIRPORT920,AIRPORT920,"Sainte Marie Airport","Sainte Marie","Madagascar","SMS","FMMS"
AIRPORT919,AIRPORT919,"Miandrivazo Airport","Miandrivazo","Madagascar","ZVA","FMMN"
AIRPORT918,AIRPORT918,"Ivato Airport","Antananarivo","Madagascar","TNR","FMMI"
AIRPORT917,AIRPORT917,"Pierrefonds Airport","St.-pierre","Reunion","ZSE","FMEP"
AIRPORT916,AIRPORT916,"Roland Garros Airport","St.-denis","Reunion","RUN","FMEE"
AIRPORT8593,AIRPORT8593,"Chicago Meigs Airport","Chicago","United States","CGX","KCGX"
AIRPORT915,AIRPORT915,"Dzaoudzi Pamandzi International Airport","Dzaoudzi","Mayotte","DZA","FMCZ"
AIRPORT914,AIRPORT914,"Ouani Airport","Anjouan","Comoros","AJN","FMCV"
AIRPORT913,AIRPORT913,"Mohéli Bandar Es Eslam Airport","Moheli","Comoros","NWA","FMCI"
AIRPORT912,AIRPORT912,"Prince Said Ibrahim International Airport","Moroni","Comoros","HAH","FMCH"
AIRPORT911,AIRPORT911,"Southdowns Airport","Southdowns","Zambia","KIW","FLSO"
AIRPORT910,AIRPORT910,"Simon Mwansa Kapwepwe International Airport","Ndola","Zambia","NLA","FLND"
AIRPORT909,AIRPORT909,"Mongu Airport","Mongu","Zambia",null,"FLMG"
AIRPORT908,AIRPORT908,"Mfuwe Airport","Mfuwe","Zambia","MFU","FLMF"
AIRPORT907,AIRPORT907,"Kenneth Kaunda International Airport Lusaka","Lusaka","Zambia","LUN","FLLS"
AIRPORT906,AIRPORT906,"Livingstone Airport","Livingstone","Zambia","LVI","FLLI"
AIRPORT905,AIRPORT905,"Kasompe Airport","Kasompe","Zambia",null,"FLKE"
AIRPORT904,AIRPORT904,"Yaoundé Airport","Yaounde","Cameroon","YAO","FKKY"
AIRPORT903,AIRPORT903,"Bamenda Airport","Bamenda","Cameroon","BPC","FKKV"
AIRPORT902,AIRPORT902,"Bafoussam Airport","Bafoussam","Cameroon","BFX","FKKU"
AIRPORT901,AIRPORT901,"Garoua International Airport","Garoua","Cameroon","GOU","FKKR"
AIRPORT900,AIRPORT900,"N'Gaoundéré Airport","N'gaoundere","Cameroon","NGE","FKKN"
AIRPORT8577,AIRPORT8577,"Orlampa Inc Airport","Forties Alpha","United Kingdom",null,"FA08"
AIRPORT6399,AIRPORT6399,"Luzhou Airport","Luzhou","China","LZO","ZULZ"
AIRPORT6398,AIRPORT6398,"Guangyuan Airport","Guangyuan","China","GYS","ZUGU"
AIRPORT6397,AIRPORT6397,"Dachuan Airport","Dazhou","China","DAX","ZUDX"
AIRPORT6396,AIRPORT6396,"Qamdo Bangda Airport","Bangda","China","BPX","ZUBD"
AIRPORT6395,AIRPORT6395,"Zhoushan Airport","Zhoushan","China","HSN","ZSZS"
AIRPORT6394,AIRPORT6394,"Yiwu Airport","Yiwu","China","YIW","ZSYW"
AIRPORT6393,AIRPORT6393,"Yancheng Airport","Yancheng","China","YNZ","ZSYN"
AIRPORT6392,AIRPORT6392,"Wenzhou Yongqiang Airport","Wenzhou","China","WNZ","ZSWZ"
AIRPORT6391,AIRPORT6391,"Nanping Wuyishan Airport","Wuyishan","China","WUS","ZSWY"
AIRPORT6390,AIRPORT6390,"Sunan Shuofang International Airport","Wuxi","China","WUX","ZSWX"
AIRPORT8565,AIRPORT8565,"Clearwater Air Park","Clearwater","United States","CLW","KCLW"
AIRPORT6389,AIRPORT6389,"Weihai Airport","Weihai","China","WEH","ZSWH"
AIRPORT6388,AIRPORT6388,"Weifang Airport","Weifang","China","WEF","ZSWF"
AIRPORT8560,AIRPORT8560,"Genesee County Airport","Batavia","United States","GVQ","KGVQ"
AIRPORT6387,AIRPORT6387,"Tunxi International Airport","Huangshan","China","TXN","ZSTX"
AIRPORT6386,AIRPORT6386,"Quanzhou Jinjiang International Airport","Quanzhou","China","JJN","ZSQZ"
AIRPORT6385,AIRPORT6385,"Shubuling Airport","Linyi","China","LYI","ZSLY"
AIRPORT6384,AIRPORT6384,"Huangyan Luqiao Airport","Huangyan","China","HYN","ZSLQ"
AIRPORT6383,AIRPORT6383,"Lianyungang Airport","Lianyungang","China","LYG","ZSLG"
AIRPORT6382,AIRPORT6382,"Quzhou Airport","Quzhou","China","JUZ","ZSJU"
AIRPORT6381,AIRPORT6381,"Jiujiang Lushan Airport","Jiujiang","China","JIU","ZSJJ"
AIRPORT6380,AIRPORT6380,"Jingdezhen Airport","Jingdezhen","China","JDZ","ZSJD"
AIRPORT8559,AIRPORT8559,"Brooks Field","Marshall","United States",null,"KRMY"
AIRPORT11498,AIRPORT11498,"Alashankou Bole (Bortala) airport","Bole","China","BPL","ZWAX"
AIRPORT8556,AIRPORT8556,"Van Wert County Airport","Van Wert","United States","VNW","KVNW"
AIRPORT8555,AIRPORT8555,"Warsaw Municipal Airport","Warsaw","United States",null,"KASW"
AIRPORT8553,AIRPORT8553,"Tri State Steuben County Airport","Angola","United States","ANQ","KANQ"
AIRPORT6379,AIRPORT6379,"Ganzhou Airport","Ganzhou","China","KOW","ZSGZ"
AIRPORT6378,AIRPORT6378,"Zhaotong Airport","Zhaotong","China","ZAT","ZPZT"
AIRPORT8550,AIRPORT8550,"Linden Airport","Linden","United States","LDJ","KLDJ"
AIRPORT6377,AIRPORT6377,"Pu'er Simao Airport","Simao","China","SYM","ZPSM"
AIRPORT6376,AIRPORT6376,"Mangshi Airport","Luxi","China","LUM","ZPLX"
AIRPORT6375,AIRPORT6375,"Diqing Airport","Shangri-La","China","DIG","ZPDQ"
AIRPORT6374,AIRPORT6374,"Mörön Airport","Muren","Mongolia","MXV","ZMMN"
AIRPORT6373,AIRPORT6373,"Khovd Airport","Khovd","Mongolia","HVD","ZMKD"
AIRPORT6372,AIRPORT6372,"Dalanzadgad Airport","Dalanzadgad","Mongolia","DLZ","ZMDZ"
AIRPORT4199,AIRPORT4199,"Francisco B. Reyes Airport","Busuanga","Philippines","USU","RPVV"
AIRPORT6371,AIRPORT6371,"Bayankhongor Airport","Bayankhongor","Mongolia","BYN","ZMBH"
AIRPORT4198,AIRPORT4198,"Weeze Airport","Weeze","Germany","NRN","EDLV"
AIRPORT6370,AIRPORT6370,"Altai Airport","Altai","Mongolia","LTI","ZMAT"
AIRPORT4197,AIRPORT4197,"Marsa Alam International Airport","Marsa Alam","Egypt","RMF","HEMA"
AIRPORT4196,AIRPORT4196,"Kastelorizo Airport","Kastelorizo","Greece","KZS","LGKJ"
AIRPORT4195,AIRPORT4195,"Paros Airport","Paros","Greece","PAS","LGPA"
AIRPORT4194,AIRPORT4194,"Naxos Airport","Cyclades Islands","Greece","JNX","LGNX"
AIRPORT4193,AIRPORT4193,"Milos Airport","Milos","Greece","MLO","LGML"
AIRPORT4192,AIRPORT4192,"Kalymnos Airport","Kalymnos","Greece","JKL","LGKY"
AIRPORT4191,AIRPORT4191,"Ikaria Airport","Ikaria","Greece","JIK","LGIK"
AIRPORT4190,AIRPORT4190,"Astypalaia Airport","Astypalaia","Greece","JTY","LGPL"
AIRPORT8548,AIRPORT8548,"South Jersey Regional Airport","Mount Holly","United States","VAY","KVAY"
AIRPORT8545,AIRPORT8545,"Chautauqua County-Dunkirk Airport","Dunkirk","United States","DKK","KDKK"
AIRPORT8544,AIRPORT8544,"Burke Lakefront Airport","Cleveland","United States","BKL","KBKL"
AIRPORT8542,AIRPORT8542,"Lorain County Regional Airport","Lorain-Elyria","United States","LPR","KLPR"
AIRPORT6369,AIRPORT6369,"Arvaikheer Airport","Arvaikheer","Mongolia","AVK","ZMAH"
AIRPORT6368,AIRPORT6368,"Yulin Yuyang Airport","Yulin","China","UYN","ZLYL"
AIRPORT6367,AIRPORT6367,"Yan'an Ershilipu Airport","Yan'an","China","ENY","ZLYA"
AIRPORT6366,AIRPORT6366,"Xining Caojiabu Airport","Xining","China","XNN","ZLXN"
AIRPORT6365,AIRPORT6365,"Qingyang Airport","Qingyang","China","IQN","ZLQY"
AIRPORT6364,AIRPORT6364,"Hanzhong Chenggu Airport","Hanzhong","China","HZG","ZLHZ"
AIRPORT6363,AIRPORT6363,"Golmud Airport","Golmud","China","GOQ","ZLGM"
AIRPORT6362,AIRPORT6362,"Ankang Wulipu Airport","Ankang","China","AKA","ZLAK"
AIRPORT4189,AIRPORT4189,"Muan International Airport","Muan","South Korea","MWX","RKJB"
AIRPORT6361,AIRPORT6361,"Yichang Sanxia Airport","Yichang","China","YIH","ZHYC"
AIRPORT4188,AIRPORT4188,"Dhangarhi Airport","Dhangarhi","Nepal","DHI","VNDH"
AIRPORT6360,AIRPORT6360,"Xiangyang Liuji Airport","Xiangfan","China","XFN","ZHXF"
AIRPORT4187,AIRPORT4187,"Bajhang Airport","Bajhang","Nepal","BJH","VNBG"
AIRPORT4186,AIRPORT4186,"Dolpa Airport","Dolpa","Nepal","DOP","VNDP"
AIRPORT4185,AIRPORT4185,"Simikot Airport","Simikot","Nepal","IMK","VNST"
AIRPORT4184,AIRPORT4184,"Surkhet Airport","Surkhet","Nepal","SKH","VNSK"
AIRPORT4183,AIRPORT4183,"Tumling Tar Airport","Tumling Tar","Nepal","TMI","VNTR"
AIRPORT4182,AIRPORT4182,"Taplejung Airport","Taplejung","Nepal","TPJ","VNTJ"
AIRPORT4180,AIRPORT4180,"Jumla Airport","Jumla","Nepal","JUM","VNJL"
AIRPORT8538,AIRPORT8538,"Zelienople Municipal Airport","Zelienople","United States",null,"KPJC"
AIRPORT11479,AIRPORT11479,"Omtepe Airport","Moyogalpa","Nicaragua",null,"MNLP"
AIRPORT8532,AIRPORT8532,"William T. Piper Memorial Airport","Lock Haven","United States","LHV","KLHV"
AIRPORT6359,AIRPORT6359,"Nanyang Jiangying Airport","Nanyang","China","NNY","ZHNY"
AIRPORT6358,AIRPORT6358,"Enshi Airport","Enshi","China","ENH","ZHES"
AIRPORT6357,AIRPORT6357,"Zhanjiang Airport","Zhanjiang","China","ZHA","ZGZJ"
AIRPORT6356,AIRPORT6356,"Liuzhou Bailian Airport","Liuzhou","China","LZH","ZGZH"
AIRPORT6355,AIRPORT6355,"Zhuhai Jinwan Airport","Zhuhai","China","ZUH","ZGSD"
AIRPORT6354,AIRPORT6354,"Meixian Airport","Meixian","China","MXZ","ZGMX"
AIRPORT6353,AIRPORT6353,"Dayong Airport","Dayong","China","DYG","ZGDY"
AIRPORT6352,AIRPORT6352,"Changde Airport","Changde","China","CGD","ZGCD"
AIRPORT4179,AIRPORT4179,"Rukumkot Airport","Rukumkot","Nepal","RUK","VNRK"
AIRPORT6351,AIRPORT6351,"Beihai Airport","Beihai","China","BHY","ZGBH"
AIRPORT4178,AIRPORT4178,"Tulsipur Airport","Dang","Nepal","DNP","VNDG"
AIRPORT6350,AIRPORT6350,"Xilinhot Airport","Xilinhot","China","XIL","ZBXH"
AIRPORT4177,AIRPORT4177,"Rumjatar Airport","Rumjatar","Nepal","RUM","VNRT"
AIRPORT4175,AIRPORT4175,"Phaplu Airport","Phaplu","Nepal","PPL","VNPL"
AIRPORT4174,AIRPORT4174,"Manang Airport","Manang","Nepal","NGX","VNMA"
AIRPORT4173,AIRPORT4173,"Jomsom Airport","Jomsom","Nepal","JMO","VNJS"
AIRPORT4172,AIRPORT4172,"Lamidanda Airport","Lamidanda","Nepal","LDN","VNLD"
AIRPORT4171,AIRPORT4171,"Bhojpur Airport","Bhojpur","Nepal","BHP","VNBJ"
AIRPORT4170,AIRPORT4170,"Lukla Airport","Lukla","Nepal","LUA","VNLK"
AIRPORT8528,AIRPORT8528,"Burlington Municipal Airport","Burlington","United States","BUU","KBUU"
AIRPORT8526,AIRPORT8526,"Statesville Regional Airport","Statesville","United States","SVH","KSVH"
AIRPORT8524,AIRPORT8524,"Baraboo Wisconsin Dells Airport","Baraboo","United States","DLL","KDLL"
AIRPORT6349,AIRPORT6349,"Ulanhot Airport","Ulanhot","China","HLH","ZBUL"
AIRPORT6348,AIRPORT6348,"Tongliao Airport","Tongliao","China","TGO","ZBTL"
AIRPORT8520,AIRPORT8520,"Richmond County Airport","Rockingham","United States","RCZ","KRCZ"
AIRPORT6347,AIRPORT6347,"Shijiazhuang Daguocun International Airport","Shijiazhuang","China","SJW","ZBSJ"
AIRPORT6346,AIRPORT6346,"Baotou Airport","Baotou","China","BAV","ZBOW"
AIRPORT6345,AIRPORT6345,"Baita International Airport","Hohhot","China","HET","ZBHH"
AIRPORT6344,AIRPORT6344,"Datong Airport","Datong","China","DAT","ZBDT"
AIRPORT6343,AIRPORT6343,"Changzhi Airport","Changzhi","China","CIH","ZBCZ"
AIRPORT6342,AIRPORT6342,"Chifeng Airport","Chifeng","China","CIF","ZBCF"
AIRPORT4169,AIRPORT4169,"John Murtha Johnstown Cambria County Airport","Johnstown","United States","JST","KJST"
AIRPORT6341,AIRPORT6341,"Beijing Nanyuan Airport","Beijing","China","NAY","ZBNY"
AIRPORT6340,AIRPORT6340,"Yam Island Airport","Yam Island","Australia","XMY","YYMI"
AIRPORT4167,AIRPORT4167,"Orlando Sanford International Airport","Sanford","United States","SFB","KSFB"
AIRPORT4166,AIRPORT4166,"Karlsruhe Baden-Baden Airport","Karlsruhe/Baden-Baden","Germany","FKB","EDSB"
AIRPORT4165,AIRPORT4165,"Aachen-Merzbrück Airport","Aachen","Germany","AAH","EDKA"
AIRPORT4162,AIRPORT4162,"Conakry International Airport","Conakry","Guinea","CKY","GUCY"
AIRPORT4161,AIRPORT4161,"Yaoundé Nsimalen International Airport","Yaounde","Cameroon","NSI","FKYS"
AIRPORT4160,AIRPORT4160,"Bol Airport","Brac","Croatia","BWK","LDSB"
AIRPORT8519,AIRPORT8519,"Moore County Airport","Pinehurst-Southern Pines","United States","SOP","KSOP"
AIRPORT8517,AIRPORT8517,"Lumberton Regional Airport","Lumberton","United States","LBT","KLBT"
AIRPORT8516,AIRPORT8516,"Woodward Field","Camden","United States","CDN","KCDN"
AIRPORT8515,AIRPORT8515,"Aiken Municipal Airport","Aiken","United States","AIK","KAIK"
AIRPORT8514,AIRPORT8514,"Thomson-McDuffie County Airport","Thomson","United States","HQU","KHQU"
AIRPORT8513,AIRPORT8513,"Newnan Coweta County Airport","Newnan","United States","CCO","KCCO"
AIRPORT8512,AIRPORT8512,"Madison Municipal Airport","Madison","United States","52A","K52A"
AIRPORT6339,AIRPORT6339,"Yorke Island Airport","Yorke Island","Australia","OKR","YYKI"
AIRPORT8511,AIRPORT8511,"Jesup Wayne County Airport","Jesup","United States","JES","KJES"
AIRPORT6338,AIRPORT6338,"Wynyard Airport","Burnie","Australia","BWT","YWYY"
AIRPORT11452,AIRPORT11452,"Leopoldsburg Airfield","Leopoldsburg","Belgium",null,"EBLE"
AIRPORT8510,AIRPORT8510,"Ocala International Airport - Jim Taylor Field","Ocala","United States","OCF","KOCF"
AIRPORT6337,AIRPORT6337,"Winton Airport","Winton","Australia","WIN","YWTN"
AIRPORT6336,AIRPORT6336,"Wollongong Airport","Wollongong","Australia","WOL","YWOL"
AIRPORT6335,AIRPORT6335,"Wiluna Airport","Wiluna","Australia","WUN","YWLU"
AIRPORT6334,AIRPORT6334,"Whyalla Airport","Whyalla","Australia","WYA","YWHA"
AIRPORT6333,AIRPORT6333,"Windorah Airport","Windorah","Australia","WNR","YWDH"
AIRPORT6332,AIRPORT6332,"Warraber Island Airport","Sue Islet","Australia","SYU","YWBS"
AIRPORT4159,AIRPORT4159,"Mae Hong Son Airport","Pai","Thailand","PYY","VTCI"
AIRPORT6331,AIRPORT6331,"Victoria River Downs Airport","Victoria River Downs","Australia","VCD","YVRD"
AIRPORT4158,AIRPORT4158,"Dong Tac Airport","Tuy Hoa","Vietnam","TBB","VVTH"
AIRPORT6330,AIRPORT6330,"Tennant Creek Airport","Tennant Creek","Australia","TCA","YTNK"
AIRPORT4157,AIRPORT4157,"Chu Lai International Airport","Chu Lai","Vietnam","VCL","VVCA"
AIRPORT4156,AIRPORT4156,"Cà Mau Airport","Ca Mau","Vietnam","CAH","VVCM"
AIRPORT4155,AIRPORT4155,"Rach Gia Airport","Rach Gia","Vietnam","VKG","VVRG"
AIRPORT4153,AIRPORT4153,"Lien Khuong Airport","Dalat","Vietnam","DLI","VVDL"
AIRPORT4152,AIRPORT4152,"Kanti Airport","Khamti","Burma","KHM","VYKI"
AIRPORT4151,AIRPORT4151,"Magway Airport","Magwe","Burma","MWQ","VYMW"
AIRPORT8509,AIRPORT8509,"Zephyrhills Municipal Airport","Zephyrhills","United States","ZPH","KZPH"
AIRPORT8508,AIRPORT8508,"Winter Haven Municipal Airport - Gilbert Field","Winter Haven","United States","GIF","KGIF"
AIRPORT8507,AIRPORT8507,"Avon Park Executive Airport","Avon Park","United States","AVO","KAVO"
AIRPORT8506,AIRPORT8506,"Sebring Regional Airport","Sebring","United States","SEF","KSEF"
AIRPORT8505,AIRPORT8505,"Okeechobee County Airport","Okeechobee","United States","OBE","KOBE"
AIRPORT8504,AIRPORT8504,"Wings Field","Philadelphia","United States","BBX","KLOM"
AIRPORT8503,AIRPORT8503,"Bedford County Airport","Bedford","United States",null,"KHMZ"
AIRPORT8502,AIRPORT8502,"Joseph A. Hardy Connellsville Airport","Connellsville","United States",null,"KVVS"
AIRPORT6329,AIRPORT6329,"Thargomindah Airport","Thargomindah","Australia","XTG","YTGM"
AIRPORT8501,AIRPORT8501,"Eberswalde-Finow Airport","Eberswalde","Germany",null,"EDAV"
AIRPORT6328,AIRPORT6328,"Strahan Airport","Strahan","Australia","SRN","YSRN"
AIRPORT8500,AIRPORT8500,"Fuerstenwalde Airport","Furstenwalde","Germany",null,"EDAL"
AIRPORT6327,AIRPORT6327,"Saibai Island Airport","Saibai Island","Australia","SBR","YSII"
AIRPORT6326,AIRPORT6326,"Shark Bay Airport","Shark Bay","Australia","MJK","YSHK"
AIRPORT6325,AIRPORT6325,"St George Airport","St George","Australia","SGO","YSGE"
AIRPORT6324,AIRPORT6324,"Roma Airport","Roma","Australia","RMA","YROM"
AIRPORT6323,AIRPORT6323,"Ramingining Airport","Ramingining","Australia","RAM","YRNG"
AIRPORT6322,AIRPORT6322,"Quilpie Airport","Quilpie","Australia","ULP","YQLP"
AIRPORT4149,AIRPORT4149,"Xuzhou Guanyin Airport","Xuzhou","China","XUZ","ZSXZ"
AIRPORT6321,AIRPORT6321,"Portland Airport","Portland","Australia","PTJ","YPOD"
AIRPORT4148,AIRPORT4148,"Luoyang Airport","Luoyang","China","LYA","ZHLY"
AIRPORT6320,AIRPORT6320,"Port Macquarie Airport","Port Macquarie","Australia","PQQ","YPMQ"
AIRPORT4147,AIRPORT4147,"Petersburg James A Johnson Airport","Petersburg","United States","PSG","PAPG"
AIRPORT4146,AIRPORT4146,"John A. Osborne Airport","Geralds","Montserrat","MNI","TRPG"
AIRPORT4144,AIRPORT4144,"Taoxian Airport","Shenyang","China","SHE","ZYTX"
AIRPORT4143,AIRPORT4143,"Oudomsay Airport","Muang Xay","Laos","ODY","VLOS"
AIRPORT4142,AIRPORT4142,"Luang Namtha Airport","Luang Namtha","Laos","LXG","VLLN"
AIRPORT4141,AIRPORT4141,"Sandakan Airport","Sandakan","Malaysia","SDK","WBKS"
AIRPORT4140,AIRPORT4140,"Clark International Airport","Angeles City","Philippines","CRK","RPLC"
AIRPORT11438,AIRPORT11438,"Camarillo Airport","Camarillo - CA","United States",null,"KCMA"
AIRPORT11436,AIRPORT11436,"Tarko-Sale Airport","Tarko-Sale","Russia","TQL","USDS"
AIRPORT6319,AIRPORT6319,"Pormpuraaw Airport","Pormpuraaw","Australia","EDR","YPMP"
AIRPORT11433,AIRPORT11433,"Tolwin Observatory Airport","Tolhuin","Argentina",null,"SAWL"
AIRPORT6318,AIRPORT6318,"Port Lincoln Airport","Port Lincoln","Australia","PLO","YPLC"
AIRPORT6317,AIRPORT6317,"Parkes Airport","Parkes","Australia","PKE","YPKS"
AIRPORT11431,AIRPORT11431,"San Sebastián Airport","San Sebastian","Chile",null,"SCSS"
AIRPORT6316,AIRPORT6316,"Gove Airport","Gove","Australia","GOV","YPGV"
AIRPORT6315,AIRPORT6315,"Cocos (Keeling) Islands Airport","Cocos Keeling Island","Cocos (Keeling) Islands","CCK","YPCC"
AIRPORT6314,AIRPORT6314,"Paraburdoo Airport","Paraburdoo","Australia","PBO","YPBO"
AIRPORT6313,AIRPORT6313,"Palm Island Airport","Palm Island","Australia","PMK","YPAM"
AIRPORT6312,AIRPORT6312,"Port Augusta Airport","Argyle","Australia","PUG","YPAG"
AIRPORT4139,AIRPORT4139,"Joint Base Balad","Al Bakr","Iraq",null,"ORBD"
AIRPORT6311,AIRPORT6311,"Olympic Dam Airport","Olympic Dam","Australia","OLP","YOLD"
AIRPORT4138,AIRPORT4138,"Al Taqaddum Air Base","Al Taqaddum","Iraq",null,"ORAT"
AIRPORT6310,AIRPORT6310,"Newman Airport","Newman","Australia","ZNE","YNWN"
AIRPORT4137,AIRPORT4137,"Al Asad Air Base","Al Asad","Iraq",null,"ORAA"
AIRPORT4136,AIRPORT4136,"Blythe Airport","Blythe","United States","BLH","KBLH"
AIRPORT4135,AIRPORT4135,"Trat Airport","Trat","Thailand","TDX","VTBO"
AIRPORT4133,AIRPORT4133,"Buri Ram Airport","Buri Ram","Thailand","BFV","VTUO"
AIRPORT4132,AIRPORT4132,"Roi Et Airport","Roi Et","Thailand","ROI","VTUV"
AIRPORT4131,AIRPORT4131,"Nan Airport","Nan","Thailand","NNT","VTCN"
AIRPORT4130,AIRPORT4130,"Baghdad International Airport","Baghdad","Iraq","BGW","ORBI"
AIRPORT6309,AIRPORT6309,"Normanton Airport","Normanton","Australia","NTN","YNTN"
AIRPORT6308,AIRPORT6308,"Narrabri Airport","Narrabri","Australia","NAA","YNBR"
AIRPORT6307,AIRPORT6307,"Narrandera Airport","Narrandera","Australia","NRA","YNAR"
AIRPORT6306,AIRPORT6306,"Maryborough Airport","Maryborough","Australia","MBH","YMYB"
AIRPORT6305,AIRPORT6305,"Murray Island Airport","Murray Island","Australia","MYI","YMUI"
AIRPORT6304,AIRPORT6304,"Mornington Island Airport","Mornington Island","Australia","ONG","YMTI"
AIRPORT6303,AIRPORT6303,"Mount Gambier Airport","Mount Gambier","Australia","MGB","YMTG"
AIRPORT6302,AIRPORT6302,"Moruya Airport","Moruya","Australia","MYA","YMRY"
AIRPORT4129,AIRPORT4129,"Greater Binghamton/Edwin A Link field","Binghamton","United States","BGM","KBGM"
AIRPORT6301,AIRPORT6301,"Moranbah Airport","Moranbah","Australia","MOV","YMRB"
AIRPORT4128,AIRPORT4128,"MBS International Airport","Saginaw","United States","MBS","KMBS"
AIRPORT6300,AIRPORT6300,"Moree Airport","Moree","Australia","MRZ","YMOR"
AIRPORT4127,AIRPORT4127,"Glacier Park International Airport","Kalispell","United States","FCA","KGPI"
AIRPORT4125,AIRPORT4125,"Utila Airport","Utila","Honduras","UII","MHUT"
